jornal_url,journal,article_number,citation_number,impact_factor,most_cited,year,cited_by,Search_Keywords
/journal/13428/breast-cancer-research-and-treatment,Breast Cancer Research and Treatment,10200.0,330000.0,4.3,Definitions for response and progression in ovarian cancer clinical trials incorporating RECIST 1.1 and CA 125 agreed by the Gynecological Cancer Intergroup (GCIG),2011.0,395.0,cancer+nano
/journal/14380/international-journal-of-gynecological-cancer,International Journal of Gynecological Cancer,7100.0,107900.0,3.3,Global Cancer Incidence and Mortality Rates and Trends--An Update,2016.0,2000.0,cancer+nano
/journal/14403/cancer-epidemiology-biomarkers-and-prevention,Cancer Epidemiology Biomarkers and Prevention,8300.0,286400.0,3.6,Early phase tumor accumulation of macromolecules: a great difference in clearance rate between tumor and normal tissues,1998.0,385.0,cancer+nano
/journal/16392/japanese-journal-of-cancer-research,Japanese Journal of Cancer Research,3600.0,80500.0,,"The Malmö Diet and Cancer Study: representativity, cancer incidence and mortality in participants and non-participants",2001.0,383.0,cancer+nano
/journal/16790/european-journal-of-cancer-prevention,European Journal of Cancer Prevention,2900.0,50800.0,1.9,A randomized trial of exercise and quality of life in colorectal cancer survivors,2003.0,291.0,cancer+nano
/journal/16975/european-journal-of-cancer-care,European Journal of Cancer Care,2600.0,39600.0,2.2,Nanoshell-enabled photonics-based imaging and therapy of cancer,2004.0,878.0,cancer+nano
/journal/18660/technology-in-cancer-research-and-treatment,Technology in Cancer Research and Treatment,2200.0,30300.0,2.6,Fatty acid oxidation is a dominant bioenergetic pathway in prostate cancer,2006.0,314.0,cancer+nano
/journal/19251/prostate-cancer-and-prostatic-diseases,Prostate Cancer and Prostatic Diseases,1700.0,31200.0,5.9,Content analysis and thematic analysis: Implications for conducting a qualitative descriptive study,2013.0,2900.0,cancer+nano
/journal/19745/australian-journal-of-cancer-nursing,Australian Journal of Cancer Nursing,1500.0,20800.0,1.8,"Zoledronic acid versus pamidronate in the treatment of skeletal metastases in patients with breast cancer or osteolytic lesions of multiple myeloma: a phase III, double-blind, comparative trial",2001.0,537.0,cancer+nano
/journal/19854/cancer-journal-sudbury-mass,"Cancer Journal (Sudbury, Mass )",1700.0,38700.0,2.1,An overview of doxorubicin formulations in cancer therapy,2014.0,262.0,cancer+nano
/journal/22972/journal-of-cancer-research-and-therapeutics,Journal of Cancer Research and Therapeutics,3700.0,21600.0,1.2,Non-small cell lung cancer: current treatment and future advances,2016.0,723.0,cancer+nano
/journal/23608/translational-lung-cancer-research,Translational Lung Cancer Research,1400.0,14100.0,4.3,"Luteolin, a flavonoid with potential for cancer prevention and therapy",2008.0,568.0,cancer+nano
/journal/23970/current-cancer-drug-targets,Current Cancer Drug Targets,1400.0,42300.0,2.6,Cancer and Lhermitte-Duclos disease are common in Cowden syndrome patients,2010.0,106.0,cancer+nano
/journal/24819/hereditary-cancer-in-clinical-practice,Hereditary Cancer in Clinical Practice,697.0,20900.0,2.2,Wnt Signaling and Colorectal Cancer,2017.0,117.0,cancer+nano
/journal/25778/current-colorectal-cancer-reports,Current Colorectal Cancer Reports,578.0,2700.0,0.9,List of reviewers 2014–2015,2016.0,78.0,cancer+nano
/journal/27383/international-cancer-conference-journal,International Cancer Conference Journal,536.0,811.0,0.9,The Abscopal Effect of Radiation Therapy: What Is It and How Can We Use It in Breast Cancer?,2017.0,95.0,cancer+nano
/journal/27708/recent-results-in-cancer-research,Recent Results in Cancer Research,3800.0,32400.0,1.5,A modular approach to quality-of-life assessment in cancer clinical trials,1988.0,290.0,cancer+nano
/journal/27990/current-breast-cancer-reports,Current Breast Cancer Reports,471.0,1800.0,0.7,Impact of COVID-19 on Cancer Care: How the Pandemic Is Delaying Cancer Diagnosis and Treatment for American Seniors,2020.0,135.0,cancer+nano
/journal/29322/jco-clinical-cancer-informatics,JCO Clinical Cancer Informatics,494.0,3300.0,5.0,Epidemiological characteristics of and risk factors for breast cancer in the world,2019.0,162.0,cancer+nano
/journal/29872/breast-cancer-targets-and-therapy,Breast Cancer: Targets and Therapy,358.0,3300.0,3.9,Cancer therapy-induced residual bone marrow injury-Mechanisms of induction and implication for therapy,2006.0,106.0,cancer+nano
/journal/30508/current-cancer-therapy-reviews,Current Cancer Therapy Reviews,466.0,1400.0,0.3,Drug resistance and the role of combination chemotherapy in improving patient outcomes,2013.0,104.0,cancer+nano
/journal/31035/international-journal-of-breast-cancer,International Journal of Breast Cancer,266.0,3900.0,2.2,Biochemical predictors of response to immune checkpoint inhibitors in unresectable hepatocellular carcinoma,2021.0,30.0,cancer+nano
/journal/31098/journal-of-cancer-science-therapy,Journal of Cancer Science & Therapy,314.0,2100.0,4.2,"History of Cancer, Ancient and Modern Treatment Methods",2009.0,177.0,cancer+nano
/journal/31717/cancer-treatment-and-research-communications,Cancer Treatment and Research Communications,526.0,1000.0,1.9,Analysis of small cystic lesions of the pancreas,1995.0,293.0,cancer+nano
/journal/31923/international-journal-of-gastrointestinal-cancer,International Journal of Gastrointestinal Cancer,1100.0,13800.0,,Primary breast lymphoma (PBL): A literature review,2011.0,12.0,cancer+nano
/journal/32821/clinical-oncology-and-cancer-research,Clinical Oncology and Cancer Research,179.0,141.0,,Ultrasound elasticity imaging,2006.0,19.0,cancer+nano
/journal/32933/breast-cancer-online-bco,Breast Cancer Online: BCO,102.0,111.0,,Lung Cancer in Japan: Analysis of Lung Cancer Registry for Resected Cases in 1994.,2002.0,30.0,cancer+nano
/journal/33876/japanese-journal-of-lung-cancer,Japanese Journal of Lung Cancer,3500.0,2600.0,0.1,Drug resistance in lung cancer,2010.0,54.0,cancer+nano
/journal/34409/lung-cancer-targets-and-therapy,Lung Cancer: Targets and Therapy,158.0,1100.0,2.8,Review of cancer from perspective of molecular,2017.0,141.0,cancer+nano
/journal/35414/journal-of-cancer-research-and-practice,Journal of Cancer Research and Practice,236.0,490.0,0.2,Recent Advances of Treatments of Cancer of the Esophagus,1992.0,14.0,cancer+nano
/journal/36660/annual-review-of-cancer-biology,Annual Review of Cancer Biology,105.0,2600.0,12.7,The Two Faces of Reactive Oxygen Species in Cancer,2017.0,227.0,cancer+nano
/journal/38769/annals-of-cancer-research-and-therapy,Annals of Cancer Research and Therapy,440.0,344.0,0.2,Audit Indicates Half of Current Chemotherapy Uses Lack FDA Approval,1988.0,7.0,cancer+nano
/journal/38850/the-journal-of-cancer-program-management,The Journal of Cancer Program Management,36.0,18.0,,Emerging treatment options for -mutant colorectal cancer,2018.0,37.0,cancer+nano
/journal/39366/gastrointestinal-cancer-targets-and-therapy,Gastrointestinal Cancer: Targets and Therapy,55.0,141.0,,Role of Inflammation in the Early Stages of Liver Metastasis,2011.0,9.0,cancer+nano
/journal/40252/cancer-metastasis-biology-and-treatment,Cancer Metastasis - Biology and Treatment,180.0,163.0,,Overview of Cancer Research,2003.0,13.0,cancer+nano
/journal/40626/cancer-reviews-asia-pacific,Cancer Reviews: Asia-Pacific,39.0,56.0,,Call for Papers: Case Reports in Pancreatic Cancer,2016.0,78.0,cancer+nano
/journal/42070/case-reports-in-pancreatic-cancer,Case Reports in Pancreatic Cancer,24.0,132.0,,Downregulation of Plasma MiR-142-3p and MiR-26a-5p in Patients With Colorectal Carcinoma,2015.0,43.0,cancer+nano
/journal/42510/iranian-journal-of-cancer-prevention,Iranian Journal of Cancer Prevention,267.0,1400.0,,Crizotinib: A comprehensive review,2013.0,77.0,cancer+nano
/journal/42654/south-asian-journal-of-cancer,South Asian Journal of Cancer,728.0,3000.0,0.6,HEAD AND NECK CANCER IN A DEVELOPING COUNTRY- A HOSPITAL BASED RETROSPECTIVE STUDY ACROSS 10 YEARS FROM PAKISTAN,2018.0,3.0,cancer+nano
/journal/43854/journal-of-cancer-allied-specialties,Journal of Cancer & Allied Specialties,12.0,16.0,0.0,A Review of Von Hippel-Lindau Syndrome,2017.0,95.0,cancer+nano
/journal/44045/journal-of-kidney-cancer-and-vhl,Journal of Kidney Cancer and VHL,128.0,687.0,1.1,"Cancer immunotherapy: a brief review of the history, possibilities, and challenges ahead",2017.0,128.0,cancer+nano
/journal/46012/journal-of-cancer-metastasis-and-treatment,Journal of Cancer Metastasis and Treatment,272.0,1400.0,3.8,Subcutaneous Trastuzumab (Herceptin<sup>®</sup>): A UK Time and Motion Study in Comparison with Intravenous Formulation for the Treatment of Patients with HER2-Positive Early Breast Cancer,2013.0,35.0,cancer+nano
/journal/46109/advances-in-breast-cancer-research,Advances in Breast Cancer Research,159.0,329.0,0.1,"Pyrotinib plus capecitabine for human epidermal growth factor receptor 2-positive metastatic breast cancer after trastuzumab and taxanes (PHENIX): a randomized, double-blind, placebo-controlled phase 3 study",2020.0,8.0,cancer+nano
/journal/46253/translational-breast-cancer-research,Translational Breast Cancer Research,70.0,19.0,1.2,Stem cells' guided gene therapy of cancer: New frontier in personalized and targeted therapy,2014.0,17.0,cancer+nano
/journal/46435/journal-of-cancer-research-therapy,Journal of Cancer Research & Therapy,123.0,193.0,0.3,Hypoxia-Induced Autophagy Degrades Stromal Lumican into Tumor Microenvironment of Pancreatic Ductal Adenocarcinoma: A Mini-Review,2019.0,11.0,cancer+nano
/journal/47507/journal-of-cancer-treatment-diagnosis,Journal of Cancer Treatment & Diagnosis,44.0,78.0,0.8,"Determination of Total Phenolics, Flavonoids and Antioxidant and Chemopreventive Potential of Basil (Ocimum basilicum L. and Ocimum tenuiflorum L.)",2009.0,39.0,cancer+nano
/journal/47657/international-journal-of-cancer-research,International Journal of Cancer Research,261.0,1100.0,0.2,Drug Resistance Mechanisms in Non-Small Cell Lung Carcinoma,2013.0,40.0,cancer+nano
/journal/48434/journal-of-cancer-research-updates,Journal of Cancer Research Updates,130.0,255.0,0.0,A Review: The Emerging Nutraceutical Potential of Pumpkin Seeds,2018.0,15.0,cancer+nano
/journal/48629/cancer-chemotherapy-and-pharmacology-supplement,Cancer Chemotherapy and Pharmacology Supplement,23.0,125.0,,Comparison of the prophylactic usefulness of epirubicin and doxorubicin in the treatment of superficial bladder cancer by intravesical instillation: a multicenter randomized trial. Kobe University Urological Oncology Group,1994.0,19.0,cancer+nano
/journal/58324/indonesian-journal-of-cancer-chemoprevention,Indonesian Journal of Cancer Chemoprevention,203.0,188.0,0.5,"EBV and HP Infections in Gastric Cancer Tissues and Their Correlation with HER2, P53, Ki-67 Gene Expression",2021.0,1.0,cancer+nano
/journal/58900/world-journal-of-cancer-research,World Journal of Cancer Research,133.0,6.0,0.0,PGRMC1 Elevation in Multiple Cancers and Essential Role in Stem Cell Survival,2015.0,15.0,cancer+nano
/journal/58975/advances-in-lung-cancer-irvine,Advances in Lung Cancer (Irvine),56.0,54.0,0.0,DNA Topoisomerases and Cancer,2012.0,21.0,cancer+nano
/journal/59312/cancer-drug-discovery-and-development,Cancer Drug Discovery and Development,312.0,297.0,0.3,Biomarker-directed Targeted Therapy in Colorectal Cancer,2015.0,5.0,cancer+nano
/journal/60504/journal-of-digestive-cancer-reports,Journal of Digestive Cancer Reports,25.0,9.0,,Oral Carcinogenesis and Malignant Transformation,2019.0,5.0,cancer+nano
/journal/62715/head-and-neck-cancer-clinics,Head and Neck Cancer Clinics,87.0,23.0,0.3,Halting - associated bladder cancer,2017.0,19.0,cancer+nano
/journal/65961/international-journal-of-cancer-management,International Journal of Cancer Management,222.0,552.0,0.9,"Relationship between Meaning of Life, Self- Compassion and sense of coherence with perceived stress in cancer patients",2019.0,2.0,cancer+nano
/journal/69461/iranian-journal-of-cancer-care,Iranian Journal of Cancer Care,24.0,14.0,0.2,Functional state of cardiomyocyte mitochondria in malignant process in presence of comorbid pathology in experiment,2021.0,5.0,cancer+nano
/journal/69680/south-russian-journal-of-cancer,South Russian Journal of Cancer,58.0,45.0,0.8,Magnetic hyperthermia therapy: An emerging modality of cancer treatment in combination with radiotherapy,2016.0,23.0,cancer+nano
/journal/84268/journal-of-radiation-and-cancer-research,Journal of Radiation and Cancer Research,62.0,167.0,,Angular regression and the detection of the seasonal onset of disease,2002.0,49.0,cancer+nano
/journal/86614/journal-of-cancer-epidemiology-and-prevention,Journal of Cancer Epidemiology and Prevention,22.0,298.0,,Significance of CEA and VEGF as Diagnostic Markers of Colorectal Cancer in Lebanese Patients,2007.0,17.0,cancer+nano
/journal/88612/the-open-clinical-cancer-journal,The Open Clinical Cancer Journal,13.0,60.0,,HLA Class II Antigen Presentation in Prostate Cancer Cells: A Novel Approach to Prostate Tumor Immunotherapy,2010.0,9.0,cancer+nano
/journal/88770/the-open-cancer-immunology-journal,The Open Cancer Immunology Journal,17.0,30.0,0.0,Breast and Cervical Cancer Screening Among Women in Jordan: Findings from the Behavioural Risk Factor Surveillance System - 2007,2012.0,11.0,cancer+nano
/journal/88799/open-breast-cancer-journal,Open Breast Cancer Journal,29.0,65.0,,Marital Status and Colon Cancer Stage at Diagnosis~!2009-10-21~!2010-01-27~!2010-04-22~!,2010.0,7.0,cancer+nano
/journal/88802/open-colorectal-cancer-journal,Open Colorectal Cancer Journal,15.0,31.0,,Ganoderic Acid DM: An Alternative Agent for the Treatment of Advanced Prostate Cancer,2010.0,17.0,cancer+nano
/journal/88804/the-open-prostate-cancer-journal,The Open Prostate Cancer Journal,34.0,91.0,,"S3I-201, a Novel STAT3 Inhibitor, Inhibits Growth of Human Soft Tissue Sarcoma Cell Lines",2013.0,6.0,cancer+nano
/journal/91099/world-journal-of-cancer-research,World Journal of Cancer Research,17.0,14.0,,Advances in Anti-Cancer Drug Development Targeting Carbonic Anhydrase IX and XII,2015.0,12.0,cancer+nano
/journal/91397/topics-in-anti-cancer-research,Topics in Anti-cancer Research,23.0,19.0,0.0,Age shift: Breast cancer is occurring in younger age groups - Is it true?,2014.0,23.0,cancer+nano
/journal/91874/clinical-cancer-investigation-journal,Clinical Cancer Investigation Journal,788.0,661.0,0.2,Glycoregulatory Enzymes as Early Diagnostic Markers during Premalignant Stage in Hepatocellular Carcinoma,2013.0,7.0,cancer+nano
/journal/92551/american-journal-of-cancer-prevention,American Journal of Cancer Prevention,21.0,45.0,0.0,Oleuropein is a Powerful Sensitizer of Doxorubicin-mediated Killing of Prostate Cancer Cells and Exerts Its Action via Induction of Autophagy,2018.0,7.0,cancer+nano
/journal/92867/journal-of-cancer-research-and-treatment,Journal of Cancer Research and Treatment,16.0,16.0,0.0,"Melanoma Review: Epidemiology, Risk Factors, Diagnosis and Staging",2016.0,15.0,cancer+nano
/journal/92901/journal-of-cancer-treatment-and-research,Journal of Cancer Treatment and Research,38.0,48.0,0.0,Thermal and nonthermal effects of radiofrequency on living state and applications as an adjuvant with radiation therapy,2019.0,11.0,cancer+nano
/journal/94377/journal-of-radiation-and-cancer-research,Journal of Radiation and Cancer Research,104.0,51.0,0.3,Survey for geriatric assessment in practicing oncologists in India,2019.0,15.0,cancer+nano
/journal/94435/cancer-research-statistics-and-treatment,Cancer Research Statistics and Treatment,638.0,555.0,0.2,"Cancer incidence and mortality in China, 2015",2021.0,71.0,cancer+nano
/journal/95163/journal-of-the-national-cancer-center,Journal of the National Cancer Center,19.0,90.0,,Expression pattern and prognostic significance of baculoviral inhibitor of apoptosis repeat-containing 5 (BIRC5) in breast cancer: A comprehensive analysis,2022.0,9.0,cancer+nano
/journal/95241/advances-in-cancer-biology-metastasis,Advances in Cancer Biology Metastasis,43.0,16.0,,The prognostic value of promoter methylation in early stage triple negative breast cancer,2014.0,39.0,cancer+nano
/journal/101041/journal-of-cancer-therapeutics-research,Journal of Cancer Therapeutics & Research,43.0,271.0,,Carcinogenic ability of possibly through oncogenic mutation of gene,2013.0,11.0,cancer+nano
/journal/101218/integrative-cancer-science-and-therapeutics,Integrative Cancer Science and Therapeutics,76.0,285.0,0.3,BRCA1 and BRCA2 mutations and treatment strategies for breast cancer,2017.0,66.0,cancer+nano
/journal/103903/advances-in-cancer-research-treatment,Advances in Cancer: Research & Treatment,22.0,25.0,,Multiple Pathways Control the Reactivation of Telomerase in HTLV-I-Associated Leukemia,2015.0,8.0,cancer+nano
/journal/104776/international-journal-of-cancer-and-oncology,International Journal of Cancer and Oncology,54.0,45.0,0.0,Melatonin Through DNA Methylation Constricts Breast Cancer Growth Accelerated By Blue LED Light-At-Night In 4T1 Tumor-Bearing Mice,2015.0,2.0,cancer+nano
/journal/104895/journal-of-cancer-biology-and-therapeutics,Journal of Cancer Biology and Therapeutics,16.0,5.0,0.0,Complex of Small Non-coding RNAs piR-30074 and Antago-miR-155 and miR-125b with DDMC Carrier Transforms Girardi Heart Cells into CD4+ Cells,2016.0,5.0,cancer+nano
/journal/106144/journal-of-cancer-and-tumor-international,Journal of Cancer and Tumor International,197.0,62.0,0.0,Phytochemical analysis and anticancer screening of some indigenous plants grown in Saudi Arabia,2018.0,3.0,cancer+nano
/journal/107807/journal-of-cancer-and-biomedical-research,Journal of Cancer and Biomedical Research,15.0,6.0,0.0,Effect of Radiotherapy on Antioxidant Vitamin E in Patients with Carcinoma Uterine Cervix- a Pilot Study,2017.0,2.0,cancer+nano
/journal/108508/journal-of-oncology-and-cancer-research,Journal of Oncology and Cancer Research,11.0,7.0,0.0,The Role of Decavanadate in Anti- Tumour Activity,2019.0,9.0,cancer+nano
/journal/108881/global-journal-of-cancer-therapy,Global Journal of Cancer Therapy,45.0,33.0,0.3,The Tale of CHD4 in DNA Damage Response and Chemotherapeutic Response,2019.0,2.0,cancer+nano
/journal/109049/acta-scientific-cancer-biology,Acta Scientific Cancer Biology,71.0,8.0,0.2,Zinc: The Wonder Drug for the Treatment of Carcinomas,2020.0,2.0,cancer+nano
/journal/110623/cancer-research-and-cellular-therapeutics,Cancer Research and Cellular Therapeutics,35.0,2.0,0.2,Evaluation of survival data and two new rank order statistics arising in its consideration,1966.0,1400.0,cancer+nano
/journal/133294/cancer-chemotherapy-reports-part-1,Cancer Chemotherapy Reports Part 1,1200.0,6400.0,,Structure-antitumor activity relationships among quinone derivatives,1974.0,28.0,cancer+nano
/journal/133295/cancer-chemotherapy-reports-part-2,Cancer Chemotherapy Reports Part 2,43.0,157.0,,Keynote address on biostatistics and data retrieval,1973.0,157.0,cancer+nano
/journal/133296/cancer-chemotherapy-reports-part-3,Cancer Chemotherapy Reports Part 3,67.0,413.0,,The relative survival rate: a statistical methodology,1961.0,555.0,cancer+nano
/journal/133536/national-cancer-institute-monograph,National Cancer Institute Monograph,1200.0,10100.0,,Complement and cancer: activation of the alternative pathway as a theoretical base for immunotherapy,1985.0,17.0,cancer+nano
/journal/134528/advances-in-immunity-and-cancer-therapy,Advances in Immunity and Cancer Therapy,12.0,56.0,,Proto-oncogene expression and growth factors during liver regeneration,1986.0,29.0,cancer+nano
/journal/134580/symposium-on-fundamental-cancer-research,Symposium on Fundamental Cancer Research,72.0,162.0,,The anti-gene strategy: control of gene expression by triplex-forming-oligonucleotides,1991.0,104.0,cancer+nano
/journal/135119/anti-cancer-drug-design,Anti-cancer Drug Design,631.0,4800.0,,Definitive evidence for hypoxic cells influencing cure in cancer therapy,1978.0,74.0,cancer+nano
/journal/135669/the-british-journal-of-cancer-supplement,The British Journal of Cancer Supplement,581.0,3400.0,,"Intervention and follow-up on human esophageal precancerous lesions in Henan, northern China, a high-incidence area for esophageal cancer",2002.0,28.0,cancer+nano
/journal/136591/japanese-journal-of-cancer-and-chemotherapy,Japanese Journal of Cancer and Chemotherapy,348.0,378.0,0.2,Scientific evidence on the supportive cancer care with Chinese medicine,2010.0,9.0,cancer+nano
/journal/138502/chinese-journal-of-lung-cancer,Chinese Journal of Lung Cancer,53.0,93.0,0.6,Genetic alterations in colorectal cancer,2012.0,200.0,cancer+nano
/journal/140265/gastrointestinal-cancer-research-gcr,Gastrointestinal Cancer Research: GCR,365.0,2300.0,,"Breast cancer intrinsic subtype classification, clinical use and future trends",2015.0,296.0,cancer+nano
/journal/140521/american-journal-of-cancer-research,American Journal of Cancer Research,2200.0,24500.0,4.2,Gold Nanotriangles Biologically Synthesized using Tamarind Leaf Extract and Potential Application in Vapor Sensing,2005.0,357.0,cancer+nano
/journal/17370/synthesis-and-reactivity-in-inorganic-metal-organic-and-nano-metal-chemistry,"Synthesis and Reactivity in Inorganic, Metal Organic, and Nano Metal Chemistry",2300.0,10800.0,,"Preparation, Characterization and Antimicrobial Activity Studies on Some Ternary Complexes of Cu(II) with Acetylacetone and Various Salicylic Acids",1986.0,226.0,cancer+nano
/journal/49144/synthesis-and-reactivity-in-inorganic-metal-organic-and-nano-metal-chemistry,"Synthesis and Reactivity in Inorganic, Metal Organic, and Nano Metal Chemistry",3100.0,21800.0,,Organotrope carcinogene Wirkungen bei 65 verschiedenen N-Nitroso-Verbindungen an BD-Ratten,1967.0,1100.0,cancer+nano
/journal/13321/journal-of-cancer-research-and-clinical-oncology,Journal of Cancer Research and Clinical Oncology,11100.0,152200.0,4.7,On the receiving end--patient perception of the side-effects of cancer chemotherapy,1983.0,630.0,cancer+nano
/journal/15940/european-journal-of-cancer-clinical-oncology,European Journal of Cancer & Clinical Oncology,4000.0,56300.0,,Apoptosis in cancer: from pathogenesis to treatment,2011.0,1300.0,cancer+nano
/journal/17071/journal-of-experimental-and-clinical-cancer-research,Journal of Experimental and Clinical Cancer Research,2900.0,80400.0,12.5,Copper complexes as anticancer agents,2009.0,546.0,cancer+nano
/journal/23123/anti-cancer-agents-in-medicinal-chemistry,Anti-Cancer Agents in Medicinal Chemistry,2300.0,37200.0,2.1,Preoperative chemotherapy in patients with operable breast cancer: nine-year results from National Surgical Adjuvant Breast and Bowel Project B-18,2001.0,923.0,cancer+nano
/journal/25789/journal-of-the-national-cancer-institute-monographs,Journal of the National Cancer Institute Monographs,847.0,29200.0,4.6,"The role of Jun, Fos and the AP-1 complex in cell-proliferation and transformation",1991.0,1100.0,cancer+nano
/journal/29949/biochimica-et-biophysica-acta-reviews-on-cancer,Biochimica Et Biophysica Acta: Reviews on Cancer,1500.0,65600.0,10.9,"Radiation induced heart disease: Pathogenesis, management and review literature",2015.0,56.0,cancer+nano
/journal/30384/journal-of-the-egyptian-national-cancer-institute,Journal of the Egyptian National Cancer Institute,640.0,3400.0,1.9,"The Expression Patterns of ER, PR, HER2, CK5/6, EGFR, Ki-67 and AR by Immunohistochemical Analysis in Breast Cancer Cell Lines",2010.0,389.0,cancer+nano
/journal/31333/breast-cancer-basic-and-clinical-research,Breast Cancer: Basic and Clinical Research,290.0,3300.0,2.1,Incidence and Mortality and Epidemiology of Breast Cancer in the World,2016.0,478.0,cancer+nano
/journal/36545/asian-pacific-journal-of-cancer-prevention,Asian Pacific Journal of Cancer Prevention,11600.0,115600.0,1.6,Plasmablastic lymphoma: current perspectives,2018.0,34.0,cancer+nano
/journal/37474/blood-and-lymphatic-cancer-targets-and-therapy,Blood and Lymphatic Cancer: Targets and Therapy,88.0,238.0,2.4,Decreased Expression of Proapoptotic Genes Caspase-8- and BCL2-Associated Agonist of Cell Death (BAD) in Ovarian Cancer,2014.0,16.0,cancer+nano
/journal/39895/clinical-ovarian-and-other-gynecologic-cancer,Clinical Ovarian and Other Gynecologic Cancer,41.0,74.0,,Nationwide Korean Breast Cancer Data of 2002,2004.0,29.0,cancer+nano
/journal/41328/journal-of-korean-breast-cancer-society,Journal of Korean Breast Cancer Society,235.0,207.0,,A combination therapy of continuous superselective intraarterial CBDCA infusion and radiation for locally advanced head and neck cancer. Phase 1 study.,1996.0,17.0,cancer+nano
/journal/42634/journal-of-cancer-research-and-experimental-oncology,Journal of Cancer Research and Experimental Oncology,22.0,30.0,0.0,Immunotherapy against cancer: A comprehensive review,2016.0,6.0,cancer+nano
/journal/42706/japanese-jornal-of-head-and-neck-cancer,Japanese Jornal of Head and Neck Cancer,895.0,576.0,,A Canine Case of Ovarian Carcinoma with Pulmonary Metastasis Treated with Surgery and Paclitaxel / Platinum Combination Chemotherapy,2014.0,1.0,cancer+nano
/journal/45331/journal-of-japan-veterinary-cancer-society,Journal of Japan Veterinary Cancer Society,48.0,7.0,0.0,NB-UVB phototherapy in the treatment of anti-PD-1 inhibitor induced psoriasis: A case report,2020.0,4.0,cancer+nano
/journal/45404/current-problems-in-cancer-case-reports,Current Problems in Cancer Case Reports,158.0,33.0,0.3,A concise review on the current understanding of pancreatic cancer stem cells,2014.0,30.0,cancer+nano
/journal/45778/journal-of-cancer-pain-and-symptom-palliation,Journal of Cancer Pain and Symptom Palliation,42.0,62.0,,"Mindfulness, Psychosocial Factors, and Breast Cancer",2005.0,11.0,cancer+nano
/journal/47475/journal-of-cancer-stem-cell-research,Journal of Cancer Stem Cell Research,23.0,198.0,,Novel classification system for oncological mandibular defect: CAT classification,2008.0,17.0,cancer+nano
/journal/52512/japanese-journal-of-head-and-neck-cancer,Japanese Journal of Head and Neck Cancer,1000.0,1000.0,0.1,Clinical Relevance of Multidrug-Resistance-Proteins (MRPs) for Anticancer Drug Resistance and Prognosis,2015.0,9.0,cancer+nano
/journal/59295/resistance-to-targeted-anti-cancer-therapeutics,Resistance To Targeted Anti-cancer Therapeutics,219.0,188.0,0.3,Pattern of Chemotherapy Induced Alopecia,2016.0,2.0,cancer+nano
/journal/59614/stem-cells-and-cancer-stem-cells,Stem Cells and Cancer Stem Cells,112.0,62.0,,Adipose-Derived Stem Cells as a Novel Tool for Future Regenerative Medicine,2014.0,6.0,cancer+nano
/journal/61513/indian-journal-of-cancer-education-and-research,Indian Journal of Cancer Education and Research,35.0,3.0,,"Effects of Zinc Sulfate on Subfertility Related to Male Factors: A Prospective Double-Blind, Randomized, Placebo-Controlled Clinical Trial",2016.0,4.0,cancer+nano
/journal/68575/journal-of-obstetrics-gynecology-and-cancer-research,"Journal of Obstetrics, Gynecology and Cancer Research",180.0,51.0,,Monoclonal antibody therapy for breast cancer: herceptin,2003.0,31.0,cancer+nano
/journal/83852/cancer-chemotherapy-and-biological-response-modifiers,Cancer Chemotherapy and Biological Response Modifiers,435.0,987.0,,Mechanism of action of antitumor drugs that interact with microtubules and tubulin,2002.0,476.0,cancer+nano
/journal/86907/anti-cancer-agents-in-medicinal-chemistry,Anti-Cancer Agents in Medicinal Chemistry,188.0,9900.0,,Polyphenols and Cancer,2019.0,2.0,cancer+nano
/journal/88839/frontiers-in-anti-cancer-drug-discovery,Frontiers in Anti-cancer Drug Discovery,25.0,9.0,0.3,"Anticancer Activity of Acetone Extract of Quercus infectoria Olivier Fagaceae in 1,2 Dimethyl Hydrazine Induced Colon Cancer",,1.0,cancer+nano
/journal/101939/international-journal-of-cancer-studies-research,International Journal of Cancer Studies & Research,37.0,1.0,,Perceptions of Breast Cancer Screening in Older Chinese Women: A Meta-Ethnography,2014.0,3.0,cancer+nano
/journal/103343/global-journal-of-breast-cancer-research,Global Journal of Breast Cancer Research,11.0,5.0,,Dose calculation algorithms in external beam photon radiation therapy,2013.0,31.0,cancer+nano
/journal/103996/international-journal-of-cancer-therapy-and-oncology,International Journal of Cancer Therapy and Oncology,231.0,422.0,,Nanomedicine - the Future of Cancer Treatment: A Review,2017.0,11.0,cancer+nano
/journal/104701/journal-of-cancer-prevention-current-research,Journal of Cancer Prevention & Current Research,143.0,136.0,0.3,Zinc Ionophore (Clioquinol) Inhibition of Human ZIP1-Deficient Prostate Tumor Growth in the Mouse Ectopic Xenograft Model: A Zinc Approach for the Efficacious Treatment of Prostate Cancer,2016.0,20.0,cancer+nano
/journal/104840/international-journal-of-cancer-and-clinical-research,International Journal of Cancer and Clinical Research,27.0,124.0,0.6,Endothelial Progenitor Cells in Breast Cancer,,7.0,cancer+nano
/journal/106310/international-journal-of-immunotherapy-and-cancer-research,International Journal of Immunotherapy and Cancer Research,33.0,29.0,0.3,Evaluation of Target Volume Determination for Single Session Stereotactic Radiosurgery (SRS) of Brain Metastases,2018.0,10.0,cancer+nano
